Ботиик;2 июн в 7:28;Тест;;
Ботиик;1 июн в 11:17;Тест с картинкой;https://sun9-28.userapi.com/c858216/v858216798/209611/bRtOFgirIWw.jpg;
Ботиик;1 июн в 9:28;Картинка;https://sun9-20.userapi.com/c857132/v857132930/1a7088/9OFUjqVrkVA.jpg;
Ботиик;1 июн в 9:27;CNN — телеканал, созданный Тедом Тёрнером 1 июня 1980 года. Является подразделением компании Turner Broadcasting System, которой владеет WarnerMedia. Компания CNN первой в мире предложила концепцию 24-часового вещания новостей.;;
Ботиик;1 июн в 9:13;Видос;;
Ботиик;1 июн в 8:57;Видос;;vk.com/video-188839994_456239017?list=322fc330218658acb3
